,NU_IDADE,NOTA_MEDIA,sexo,raca,natureza,pai,mae,renda
3669,18,524.28,0,branca,publica,4,3,F
3670,17,607.48,0,branca,publica,2,4,G
3671,23,542.02,1,branca,publica,4,2,B
3672,18,473.74,1,parda,publica,2,2,B
3673,18,515.24,0,branca,publica,3,3,E
3674,18,442.96,1,branca,publica,2,2,B
3675,17,502.86,0,parda,publica,3,3,C
3676,18,513.54,0,branca,privada,4,4,J
3677,19,458.16,1,branca,publica,4,4,G
3678,18,426.6,0,branca,publica,4,4,H
3679,17,638.94,1,branca,privada,4,4,I
3680,18,524.78,0,branca,publica,2,2,F
3681,17,655.8,0,branca,privada,3,4,K
3682,17,469.16,0,branca,publica,3,2,D
3683,17,667.34,1,branca,publica,4,4,I
3684,17,538.84,0,branca,publica,3,3,B
3685,17,417.24,0,parda,publica,3,3,C
3686,17,500.06,1,parda,publica,3,3,D
3687,17,546.08,0,branca,privada,5,4,L
3688,18,406.86,0,branca,publica,2,2,F
3689,17,435.52,0,branca,publica,4,4,L
3690,17,484.44,0,branca,publica,3,2,G
3691,17,537.02,1,branca,privada,5,4,N
3692,17,568.96,1,branca,publica,3,2,G
3693,18,511.74,1,branca,publica,3,2,D
3694,17,586.36,0,parda,publica,2,2,H
3695,18,515.2,1,branca,privada,4,4,J
3696,18,496.94,1,parda,publica,4,4,G
3697,17,596.96,1,branca,privada,3,4,H
3698,18,394.18,1,branca,publica,3,3,D
3699,17,503.18,1,branca,privada,4,4,L
3700,18,514.3,1,branca,publica,2,2,F
3701,29,510.42,0,parda,publica,3,2,C
3702,17,419.66,1,parda,publica,3,2,F
3703,20,475.22,1,branca,publica,3,4,C
3704,18,420.16,0,amarela,publica,4,4,M
3705,17,524.9,1,branca,publica,2,2,C
3706,17,507.88,0,parda,publica,3,4,J
3707,18,353.88,0,parda,publica,3,2,C
3708,17,516.5,1,branca,publica,4,2,C
3709,18,599.5,1,branca,publica,4,4,D
3710,17,442.06,0,parda,publica,3,2,I
3711,19,444.12,0,branca,publica,4,2,I
3712,17,546.76,0,branca,publica,1,2,B
3713,17,512.28,1,branca,publica,3,4,G
3714,17,490.12,0,branca,publica,3,2,D
3715,18,586.88,0,parda,publica,4,4,E
3716,31,426.68,1,parda,publica,2,2,D
3717,17,473.7,1,branca,publica,2,2,B
3718,18,508.2,0,preta,publica,3,4,F
3719,17,493.88,1,branca,publica,2,2,E
3720,18,411.3,0,branca,publica,3,3,G
3721,19,454.46,1,branca,publica,2,2,E
3722,17,466.54,1,parda,publica,3,2,C
3723,18,549.7,0,branca,publica,2,2,D
3724,17,527.32,1,branca,privada,4,5,N
3725,18,452.52,1,branca,publica,2,2,D
3726,20,513.1,1,branca,publica,2,2,C
3727,18,530.98,0,branca,publica,3,4,E
3728,16,634.68,0,branca,privada,4,4,E
3729,22,486.62,0,parda,publica,3,2,E
3730,17,460.28,0,branca,publica,2,4,G
3731,17,561.18,0,branca,publica,2,2,E
3732,18,602.66,0,branca,publica,3,4,J
3733,17,423.14,0,parda,publica,2,2,C
3734,18,443.06,0,parda,publica,4,2,F
3735,17,422.44,0,parda,publica,3,2,E
3736,17,507.62,1,branca,publica,4,2,B
3737,17,410.28,0,branca,publica,3,2,E
3738,18,499.7,0,branca,publica,4,4,H
3739,18,492.94,0,parda,publica,3,4,E
3740,18,482.56,1,branca,publica,2,2,D
3741,17,477.24,1,branca,publica,3,2,C
3742,17,493.72,0,parda,publica,3,3,K
3743,17,446.56,1,branca,publica,3,2,E
3744,19,408.16,1,branca,publica,3,2,E
3745,17,494,0,branca,publica,4,3,E
3746,17,416,1,parda,publica,3,1,B
3747,17,469.26,1,parda,publica,3,4,K
3748,17,646.72,1,parda,privada,4,4,H
3749,17,420.98,1,parda,publica,3,2,E
3750,17,511.68,1,branca,publica,4,4,F
3751,18,601.4,1,branca,privada,4,4,J
3752,18,480.62,1,preta,publica,3,2,C
3753,18,524.18,0,branca,privada,3,2,G
3754,18,565.26,0,indigena,publica,3,2,F
3755,17,675.54,0,branca,privada,2,4,G
3756,18,511.64,0,branca,publica,2,2,D
3757,17,519.1,0,parda,publica,4,3,B
3758,17,422.46,1,branca,publica,2,3,D
3759,18,412.9,1,parda,publica,3,2,C
3760,24,437.02,0,parda,publica,3,2,D
3761,17,547,1,branca,publica,3,4,E
3762,17,517.48,1,branca,publica,2,2,C
3763,18,490.8,1,parda,publica,3,2,A
3764,18,570.82,0,branca,privada,5,4,Q
3765,17,483.9,0,parda,publica,3,3,D
3766,18,532.82,0,branca,publica,4,2,O
3767,18,347.38,0,branca,publica,3,2,B
3768,17,432.7,0,branca,publica,3,2,K
3769,17,413.62,1,parda,publica,4,4,G
3770,17,446,1,branca,publica,3,3,C
3771,17,498.04,0,branca,publica,3,2,G
3772,17,411.58,0,branca,publica,3,3,D
3773,17,579.96,1,branca,privada,4,4,I
3774,18,584.16,0,branca,publica,3,4,D
3775,38,447.78,0,parda,publica,1,2,D
3776,18,495.86,1,branca,publica,3,2,E
3777,17,532.34,1,branca,publica,3,2,F
3778,17,508.64,1,parda,publica,2,2,C
3779,17,396.12,0,preta,publica,4,4,E
3780,18,509.72,1,branca,publica,2,2,B
3781,17,477.14,1,branca,publica,1,1,I
3782,17,559.52,1,branca,privada,5,5,F
3783,18,631.48,0,branca,publica,5,4,D
3784,18,457.74,0,branca,publica,2,2,F
3785,18,659.2,1,branca,privada,5,4,J
3786,17,479.46,1,branca,publica,3,2,G
3787,21,512.22,0,parda,publica,2,3,D
3788,18,599.66,0,branca,publica,3,3,C
3789,17,489.82,0,branca,publica,2,3,D
3790,17,588.98,0,branca,publica,4,4,O
3791,17,374.94,0,branca,publica,2,2,D
3792,17,510.68,1,branca,publica,2,4,H
3793,17,515.5,0,branca,publica,3,2,F
3794,18,474.2,0,branca,publica,2,2,F
3795,18,481.66,1,branca,publica,3,2,F
3796,17,621.28,1,branca,publica,4,4,C
3797,20,349.66,1,branca,publica,3,2,G
3798,17,468.54,0,preta,publica,2,3,A
3799,17,563.8,1,parda,publica,3,4,E
3800,17,503.26,1,preta,publica,3,3,I
3801,17,462.26,0,branca,publica,2,3,C
3802,18,459.6,1,branca,privada,3,3,C
3803,35,417.8,1,branca,publica,3,4,B
3804,17,607.3,0,branca,publica,3,4,D
3805,17,525.26,0,branca,publica,3,4,G
3806,18,513.84,0,branca,publica,4,4,E
3807,17,608.14,0,branca,privada,4,5,G
3808,18,466.48,1,parda,publica,3,2,G
3809,17,412.22,1,amarela,publica,4,4,C
3810,18,539.48,0,branca,publica,2,2,C
3811,17,444.38,1,branca,publica,4,2,B
3812,18,400.88,1,branca,publica,3,2,C
3813,21,432.28,1,branca,publica,3,2,E
3814,18,487.8,0,branca,publica,3,2,E
3815,18,458.92,0,branca,publica,4,2,E
3816,19,542.94,0,amarela,publica,3,2,C
3817,17,590,1,branca,privada,4,4,L
3818,17,427.52,1,parda,publica,3,2,F
3819,19,563.16,0,parda,privada,4,2,J
3820,17,531.26,0,parda,publica,4,4,D
3821,18,535.58,1,branca,privada,5,4,K
3822,17,501.7,1,branca,publica,2,2,C
3823,17,433.14,0,branca,publica,3,2,F
3824,19,494,0,parda,publica,4,5,J
3825,17,459.54,0,branca,publica,4,2,F
3826,17,619.28,1,branca,privada,4,2,N
3827,17,424,0,branca,publica,2,2,E
3828,18,354.94,1,branca,publica,3,4,C
3829,17,433.9,0,branca,publica,3,2,E
3830,17,561.52,0,parda,publica,4,4,J
3831,17,407.22,0,parda,publica,4,4,F
3832,21,436.22,0,preta,publica,1,2,C
3833,17,454.7,1,branca,publica,3,3,F
3834,17,503.8,0,branca,publica,2,2,B
3835,44,377.46,1,branca,publica,1,1,E
3836,18,429.08,0,parda,publica,5,2,D
3837,18,611.54,0,branca,publica,4,2,D
3838,18,637.3,1,branca,publica,3,4,J
3839,17,425.26,0,branca,publica,5,3,D
3840,17,468.62,0,branca,publica,4,2,H
3841,17,429.98,1,branca,publica,2,2,B
3842,17,529.36,0,branca,publica,3,3,E
3843,18,541.98,0,branca,publica,3,2,E
3844,18,443.48,0,branca,publica,4,2,I
3845,19,506.48,1,branca,publica,2,4,D
3846,18,522.04,1,parda,publica,3,2,H
3847,18,384.56,1,parda,publica,3,3,F
3848,19,467.3,0,parda,publica,4,2,H
3849,17,480.88,0,parda,publica,4,2,I
3850,17,711.24,0,branca,privada,4,4,N
3851,17,572.74,0,branca,publica,4,3,D
3852,17,497.62,1,branca,publica,3,4,F
3853,22,534.14,0,branca,publica,1,2,D
3854,19,484.52,0,parda,publica,1,1,C
3855,21,520.52,1,parda,publica,3,2,B
3856,17,403.2,0,branca,publica,1,2,D
3857,17,455.16,1,parda,publica,2,2,B
3858,18,368.82,1,branca,publica,3,2,G
3859,18,581.46,0,branca,publica,2,3,C
3860,21,465.1,0,branca,publica,2,2,F
3861,17,436.98,0,branca,publica,3,2,E
3862,18,243.74,1,branca,publica,4,2,H
3863,17,534.02,0,parda,publica,2,3,G
3864,17,561.76,1,parda,publica,4,3,C
3865,17,612.82,1,branca,publica,4,4,D
3866,17,540.72,1,parda,publica,2,2,D
3867,18,404.44,1,parda,publica,3,2,B
3868,17,430.52,0,branca,publica,2,2,C
3869,18,562.74,1,parda,privada,5,4,I
3870,17,311.74,0,parda,publica,3,4,J
3871,17,539.56,1,branca,publica,1,1,D
3872,17,520.22,1,parda,publica,3,2,C
3873,18,571.46,0,branca,publica,3,3,C
3874,18,519.16,1,branca,publica,4,2,H
3875,17,564.82,0,branca,privada,2,3,H
3876,18,449,1,preta,publica,2,2,H
3877,17,459.22,1,parda,publica,1,2,C
3878,17,480.7,1,branca,publica,3,1,E
3879,17,459.82,0,branca,publica,2,2,E
3880,18,570.6,1,branca,publica,3,2,E
3881,17,513.74,1,branca,publica,4,2,F
3882,18,501.1,0,branca,publica,2,2,C
3883,18,456.98,1,parda,publica,1,2,C
3884,17,502.46,0,branca,publica,2,2,G
3885,17,526.08,1,branca,privada,4,4,M
3886,19,415.86,0,preta,publica,3,3,G
3887,17,518.78,0,parda,publica,2,2,C
3888,17,641.24,0,branca,privada,4,4,O
3889,20,610.98,0,branca,publica,4,2,E
3890,18,508.3,0,parda,publica,3,2,C
3891,18,527.7,0,branca,publica,3,4,D
3892,18,472.58,0,parda,publica,3,2,F
3893,17,470.46,1,parda,publica,4,4,G
3894,18,474.8,1,parda,publica,4,3,H
3895,24,485.9,0,branca,publica,2,2,B
3896,17,467.08,0,parda,publica,4,2,E
3897,17,478.52,1,amarela,publica,3,3,G
3898,18,568.9,0,branca,exterior,5,4,J
3899,17,459.24,0,parda,publica,3,2,C
3900,17,435.58,0,parda,publica,4,2,E
3901,18,450.66,0,branca,publica,2,2,C
3902,18,365.16,0,parda,publica,3,2,B
3903,17,465.56,0,parda,publica,3,3,G
3904,18,533.18,0,branca,publica,3,2,G
3905,18,341,1,parda,publica,3,2,C
3906,18,373.5,0,parda,publica,4,2,E
3907,17,580.26,0,branca,publica,4,2,D
3908,17,435.6,1,parda,publica,2,2,C
3909,17,499.32,0,branca,publica,2,2,G
3910,18,391.94,1,branca,publica,3,2,F
3911,17,484.88,0,preta,publica,3,4,E
3912,17,534.16,0,preta,publica,3,1,B
3913,18,380.18,1,branca,publica,4,2,E
3914,17,469.34,0,branca,publica,2,2,J
3915,24,445.48,1,branca,publica,2,2,C
3916,17,545.86,0,branca,publica,1,2,G
3917,18,573.14,0,preta,publica,3,4,N
3918,18,393.86,1,preta,publica,1,1,B
3919,16,574.26,0,branca,privada,5,4,F
3920,17,569.28,1,branca,publica,4,4,F
3921,17,536.86,1,branca,publica,3,4,G
3922,25,523.06,1,parda,publica,3,3,D
3923,18,406.72,1,branca,publica,3,2,C
